,OBJECTID_1,text,created,Description,longitude,latitude,hashtag,statusSour
629,113.0,"This was taken at the Van Gogh Museum in Amsterdam 2 years ago. No photos allowed ... #oops 
#vangogh #amsterdam https://t.co/wRbTxiROTN",2019-06-22,tourist,4.88132,52.357929999999996,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
630,133.0,"A spot of Banksy in Amsterdam
#amsterdam #banksy #netherlands #streetart #vscotravel #travelgram #traveldiaries https://t.co/3qYYO6bxp4",2019-06-25,tourist,4.88218165,52.35875831,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
631,152.0,Rijksmuseum #Amsterdam #Netherlands #travel #explore @ Rijksmuseum https://t.co/tNNrIVu88y,2019-06-16,tourist,4.8853800000000005,52.35995,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
632,153.0,#amsterdam #rijksmuseum #bartholomeusvanderhelst #peace #munster #netherlands #loveholland #photooftheday #details https://t.co/g4Gw64WmFI,2019-06-20,tourist,4.8853800000000005,52.35995,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
633,154.0,"The famous Rijksmuseum. Didnt have enough time to go inside (or visit any other museums), but that just gives me a https://t.co/bPG07VcYXZ",2019-06-24,tourist,4.8853800000000005,52.35995,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
634,183.0,#Amsterdam #netherlands #workingmyassoff #openoffice #thisearthlyheavenisenoughforme w: Amsterdam  Canals https://t.co/De5BGCfJBb,2019-06-15,non-tourist,4.88703,52.36076,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
635,195.0,Rare noctilucent clouds over Amsterdam one late night. #netherlands #amsterdam #leidseplein #noctilucentclouds https://t.co/QzFi87Utiv,2019-06-20,tourist,4.88010825,52.36257081,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
636,249.0,So. Many. Bikes. But here is a picture of a canal. #Amsterdam #Netherlands #Holland #AmsterdamCanals @ A'dam https://t.co/WIXkrWNYOg,2019-06-24,tourist,4.9,52.36666667,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
637,252.0,"Rowing on the Amstel #roeien #netherlands #double #rowing #amstel #fillipi @ Amsterdam, Amstel River https://t.co/LgaQDjLmfL",2019-06-16,tourist,4.89906214,52.36740701,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
638,254.0,"I feel like eating several times <U+0001F605>

dá vontade de comer várias vezes <U+0001F605>

#netherlands #amsterdam #riodejaneiro https://t.co/yNUxU463QU",2019-06-16,tourist,4.89162,52.367909999999995,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
639,327.0,"The central courtyard of Het Scheepvaartmuseum, with its beautiful glazed dome roof.
hetscheepvaartmuseum incredibl https://t.co/Ck4SBRyv0V",2019-06-18,tourist,4.91437466,52.37163097,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
640,352.0,Another view of the Dam Square from the other side. I like this one cos I managed to capture the colored lights in https://t.co/BOKjBMMW7A,2019-06-20,tourist,4.892778,52.373056,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
641,353.0,Kicks still fresh! #DamSquare #amsterdam #netherlands #converse #vacation #friday @ Dam Square https://t.co/8nqd11maYU,2019-06-21,tourist,4.892778,52.373056,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
642,372.0,"#amsterdam #vibes .... <U+2764><U+FE0F><U+0001F1F3><U+0001F1F1><U+2615><U+FE0F><U+0001F30D><U+270C><U+0001F3FC>

#holiday #netherlands #design #redlightdistrict #europeanstyle #coffee #igers https://t.co/oJpqgpHSmB",2019-06-24,tourist,4.89616871,52.37402065,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
643,387.0,"Pints. #3G4D
   
#threeguysfourdrinks #Palm #eurolager #eurotrip #beer #beerreview 
#podcast #importbeer https://t.co/HQM8cwxfL3",2019-06-21,tourist,4.900440000000001,52.37588,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
644,399.0,"#zaanseschans #netherlands 
#travel with me #adechaidir @ Hijau Travel &amp; Tours https://t.co/sg79EwfFvH",2019-06-24,tourist,4.92274,52.37668,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
645,400.0,Here they are. My #guest of #today #walking under the #sun in a #beautiful #village #zaanseschans #netherlands @ Hi https://t.co/K2tSp9idlb,2019-06-24,tourist,4.92274,52.37668,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
646,619.0,"<U+0001F1F3><U+0001F1F1> #amsterdam #netherlands @ Amsterdam, Netherlands https://t.co/XbCn9Z0hlu",2019-06-15,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
647,620.0," amsterdam 
29 / 7 / 2018
.
#Netherlands #Amsterdam #sun #River #Clouds #Instatravel #Summer #A7rii @ Amsterdam, https://t.co/paGPF5rbLq",2019-06-15,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
648,621.0,"Final hours of sunlight. #Amsterdam #Netherlands #travel #explore @ Amsterdam, Netherlands https://t.co/cwbcAgSEnv",2019-06-15,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
649,622.0,"Well, it's Caturday for all you crazy cat people. #amsterdam #netherlands<U+0001F1F3><U+0001F1F1> #catonastoop #cleche? #catsofinstagram https://t.co/IPVVONNfAy",2019-06-15,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
650,623.0,"AMSTERDAM.
.
<U+0001F4F8> Canon Eos 300 +50mm
Film : Kodak Colour Plus 200
.
#amsterdam #netherlands #cheese #travel https://t.co/pNvPeZXWfQ",2019-06-16,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
651,624.0,"Run!

#sign #roadtripping #netherlands #holland @ Amsterdam, Netherlands https://t.co/ZC5UAKCXEo",2019-06-16,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
652,625.0,"Series : Amsterdam moves on fiets (bikes). Bike capital of the world, Amsterdam

.

.

.

.

#amsterdamfiets 
nethe https://t.co/AQURzPkDIc",2019-06-17,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
653,626.0,It was a great evening walk. Ps: Tht birdie is not a statue. #indiansinamsterdam #amsterdamlife #amsterdam https://t.co/ZEem6UkyRZ,2019-06-17,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
654,627.0,"Used book store, Amsterdam.
#holland #netherlands #amsterdam #streetsnap #snapshots #europeancity #gr3 #gr #griii https://t.co/NNxj8FAx01",2019-06-17,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
655,628.0,#Amsterdam - what to say about a #city that is so #unique and #wonderful? Do it! That's the simple main message. Yo https://t.co/OIqiVHwNXJ,2019-06-17,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
656,629.0,"Greenery in the shades of the city (2016)
.
.
.
#amsterdam #netherlands #nl #travelphotography #yumsterdam https://t.co/QkyA0Exbvz",2019-06-17,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
657,630.0,Vandaag werkzaam tussen oude authentieke grachtenpanden in Amsterdam #oude #authentieke #grachten #grachtenpanden https://t.co/9Yg0Xqcoky,2019-06-18,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
658,631.0,"<U+0001F3E2>
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#amsterdam #netherlands #dutch #architecture #bluesky #green #triangle https://t.co/aDNzN7wlPp",2019-06-18,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
659,632.0,"#amsterdam<U+0001F1F3><U+0001F1F1> #netherlands @ Amsterdam, Netherlands https://t.co/IcTw21JIQu",2019-06-18,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
660,633.0,#film #rollei #rolleiflex #kodak #tmax #russellviers #kookysroadtrip #amsterdam #holland #netherlands #ic_bw #bw https://t.co/eggYVOlZ0Z,2019-06-20,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
661,634.0,Sorry for the typical Amsterdam post <U+0001F648> But its just so beautiful <U+0001F60D> #travel #vacation #roadtrip #jetsetlife https://t.co/CE5wRyCkrR,2019-06-20,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
662,635.0,"Life is short and the world is wide #tbt #netherlands #amsterdam #eurotrip #travel #takemeback @ Amsterdam, Nethe https://t.co/5mdjIEkXPG",2019-06-20,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
663,636.0,"focus before the servers <U+0001F9D0> #netherlands<U+0001F1F3><U+0001F1F1> #212restaurant #chefstagram #team7 #happy @ Amsterdam, Netherlands https://t.co/7QlNbmVEAV",2019-06-20,non-tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
664,637.0,"#amsterdam #netherlands @ Amsterdam, Netherlands https://t.co/kiKHGMfHvy",2019-06-20,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
665,638.0,"When there is more than just drama in the skies from AM to PM. Shot on Nikon D7000 nikonnl <U+0001F4F8>
.
.
.
.
.
#photography https://t.co/KuQ9R3sxEy",2019-06-20,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
666,639.0,"Gacha^2 Kingdom.
<U+30AC><U+30C1><U+30E3><U+30AC><U+30C1><U+30E3><U+738B><U+56FD>

#<U+611B><U+30A2><U+30E0><U+30B9><U+30C6><U+30EB><U+30C0><U+30E0> #spuistraat84 #amsterdam #netherlands <U+5834><U+6240>: Amsterdam, Netherlands https://t.co/gft6Rq6lsw",2019-06-21,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
667,640.0,"Almost 2 years ago<U+0001F1F3><U+0001F1F1>
10 agosto 2017
.
.
.
#amsterdam #netherlands #olanda #holanda #holland #thenetherlands #city https://t.co/eANwYdK53X",2019-06-21,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
668,641.0,"Let us always meet each other with smile, for the smile is the beginning of love.

<U+2764><U+FE0F>

#amsterdamcity https://t.co/Xd1eUv3DNP",2019-06-21,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
669,642.0,"Summer in Amsterdam. Circa 2019.

#genduttapihepi #genduttapihepiNL #Amsterdam #Netherlands #shotoniphone https://t.co/U4otDaqxRu",2019-06-21,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
670,643.0,"Lifes an adventure. Enjoy the ride. #amsterdam 
Tour suggestion: @Prodigy5010 

________________________ https://t.co/DsZTtvrgT5",2019-06-21,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
671,644.0,"Keizersgracht Canal.
.
<U+0001F4CC> Amsterdam, Netherlands.
.
#amsterdam #yumsterdam #dutch #netherlands #holland #netherlands https://t.co/IpHxv4GKBU",2019-06-22,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
672,645.0,"Putting the dam in Amsterdam #Amsterdam #Netherlands #travel #solotravel #explore #exploreamsterdam @ Amsterdam, Ne https://t.co/fu0mwdNIjt",2019-06-22,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
673,646.0,"<U+0001F4F7><U+0001F4F7>: Agindo naturalmente
.
.
.
.
.
#levis #amsterdam #amsterdamtrip #amstergram #amsterdam<U+0001F1F3><U+0001F1F1> #amsterdamcity https://t.co/NVKcMnqpGo",2019-06-22,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
674,647.0,"This city is so beautiful! #Amsterdam #Netherlands #canal @ Amsterdam, Netherlands https://t.co/BYpCA96WBW",2019-06-22,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
675,648.0,Dodging boats and ducking bridges in the canals #amsterdam #rowing #canals #row #sport #travel #newsegments #strava https://t.co/8iX8lFgOda,2019-06-23,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
676,649.0,"#Amsterdam in #summer #Netherlands @ Amsterdam, Netherlands https://t.co/Chg4Zq16pz",2019-06-23,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
677,650.0,"The best part of my journey is when you two come to my life.

#netherlands<U+0001F1F3><U+0001F1F1> #amsterdam @ Amsterdam, Netherlands https://t.co/EsflcrcILy",2019-06-23,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
678,651.0,"Being happy never goes out of style<U+0001F601><U+0001F609>
.
.
.
.
.
.
.
.
.
.
#model #legs #black #tour #tourist #happy #amsterdam https://t.co/SBrpmsZxQH",2019-06-23,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
679,652.0,"Its not a camera distortion, the building is actually tilted!

#amsterdam #netherlands #europe #tiltedtowers #canal https://t.co/kKrMTe6dND",2019-06-23,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
680,653.0,"#Amsterdam feelings <U+0001F49C> what a charming city!! #travel #trip #europe #netherlands #travellover #summer @ Amsterdam, N https://t.co/HwVYuy8khl",2019-06-24,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
681,739.0,"The mandatory bridge pic in Amsterdam <U+0001F1F3><U+0001F1F1>
#amsterdam #bridge #ninebridge #weekend #getaway #holidayfun #travel #trip https://t.co/gIWO2utRvr",2019-06-16,tourist,4.8557071,52.38226084,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
682,740.0,"Flying visit to fabulous, vibrant Amsterdam #bicycles #amsterdam #dutch #netherlands @ Amsterdam Netherland https://t.co/1YcrI9tG0P",2019-06-18,tourist,4.8557071,52.38226084,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
683,741.0,NETHERLANDS This week my series OBIA on #maroon communities of #surinam and #frenchguiana is published in https://t.co/qGzXt91GES,2019-06-20,non-tourist,4.8557071,52.38226084,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
684,772.0,I AM STERDAM! #iamsterdam #amsterdam #netherlands em A'DAM Lookout https://t.co/NILmt2wnNk,2019-06-19,tourist,4.902880000000001,52.384209999999996,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
685,780.0,"Last day in Amsterdam and we got the best seats in the cutest garden cafe. 

#ladieswholunch #gardencafe https://t.co/dYCQbMxYl2",2019-06-24,tourist,4.8926232,52.387367100000006,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
686,800.0,"Crushing euro lagers in the red light district. Life is good. #3G4D
  
#threeguysfourdrinks #beer #beerreview https://t.co/yT5kU8yHH8",2019-06-22,tourist,4.88981758,52.40077742,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
687,184.0,"Night walks through #Amsterdam streets.

#night #pixel3 #photography #Travel @ Amsterdam  Canals https://t.co/roKEwDPCwW",2019-06-18,tourist,4.88703,52.36076,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
688,245.0,"DAY 2! Lets go!
Stop by at our stocksale today to buy some art and get a cold beer at our sunny garden<U+2600><U+FE0F>
.
Kanaals https://t.co/kKwxFugDYI",2019-06-23,tourist,4.86666667,52.36666667,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
689,251.0,Love this shot by @kimfeenstra #ballerina #maiamakhateli #photography #kimfeenstra @ Nationale Opera &amp; Ballet https://t.co/YWnLKYFjA2,2019-06-17,tourist,4.90130879,52.36729598,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
690,263.0,#ojink #beach #sunset #tropical #island #paradise #adventure #photography #lifestyle @ Whore Island https://t.co/5UtFSCEUrX,2019-06-22,tourist,4.88591,52.36886,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
691,428.0,#earlybird #morningrun #runningamsterdam #runningaround #runner #instarunner #instarunners #running https://t.co/Xm7Pxr7NfX,2019-06-18,non-tourist,4.898788400000001,52.37697431,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
692,654.0,"DM TO BUY <U+0001F525> BEATS

#rapmusic #like #musica #photography #youtube #musically #bhfyp #unsignedartist https://t.co/H1JDww7SKe",2019-06-18,non-tourist,4.9001,52.3777,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
693,655.0,"When there is more than just drama in the skies from AM to PM. Shot on Nikon D7000 nikonnl <U+0001F4F8>
.
.
.
.
.
#photography https://t.co/KuQ9R3sxEy",2019-06-20,tourist,4.9001,52.3777,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
694,656.0,"Almost 2 years ago<U+0001F1F3><U+0001F1F1>
10 agosto 2017
.
.
.
#amsterdam #netherlands #olanda #holanda #holland #thenetherlands #city https://t.co/eANwYdK53X",2019-06-21,tourist,4.9001,52.3777,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
695,657.0,"Its not a camera distortion, the building is actually tilted!

#amsterdam #netherlands #europe #tiltedtowers #canal https://t.co/kKrMTe6dND",2019-06-23,tourist,4.9001,52.3777,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
696,658.0,#amsterdam #amsterdamcity #amsterdamcanals #boat #tourism #amsterdamcanaltour #water #photo #photography https://t.co/vWUtWxpmAp,2019-06-24,non-tourist,4.9001,52.3777,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
697,742.0,"Necesito un vuelo ya <U+2708><U+FE0F>
.
.
.
#volar #fly #palmundo #viajesderosi #molinos #travelers #amsterdam #melena #verde https://t.co/CPL8Wrr5Ue",2019-06-18,tourist,4.8557071,52.38226084,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
698,360.0,<U+0001F4CD>Once again <U+0001F6B6><U+0001F3FE><U+200D><U+2642><U+FE0F> #redlightdistrict <U+0001F6A8> #amsterdam<U+0001F1F3><U+0001F1F1> #holland #neatherlands #tnspr #teamnosleep<U+0001F6AB>pr #traveler https://t.co/NBnnQ4PUld,2019-06-20,non-tourist,4.89352934,52.37314962,redlightdistrict,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
699,373.0,"#amsterdam #vibes .... <U+2764><U+FE0F><U+0001F1F3><U+0001F1F1><U+2615><U+FE0F><U+0001F30D><U+270C><U+0001F3FC>

#holiday #netherlands #design #redlightdistrict #europeanstyle #coffee #igers https://t.co/oJpqgpHSmB",2019-06-24,tourist,4.89616871,52.37402065,redlightdistrict,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
700,659.0,"#amsterdam by night #redlightdistrict #beautiful #night #gay #instagay @ Amsterdam, Netherlands https://t.co/aPY6JOj9yn",2019-06-15,tourist,4.9001,52.3777,redlightdistrict,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
701,660.0,"#RedLightDistrict <U+0001F440> @ Amsterdam, Netherlands https://t.co/e4qpR3dgoD",2019-06-24,tourist,4.9001,52.3777,redlightdistrict,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
702,801.0,"Crushing euro lagers in the red light district. Life is good. #3G4D
  
#threeguysfourdrinks #beer #beerreview https://t.co/yT5kU8yHH8",2019-06-22,tourist,4.88981758,52.40077742,redlightdistrict,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
703,125.0,Wat is #amsterdam toch #mooi s'morgens vroeg. #museumplein #rijksmuseum #zuiderbad #lichten aan #zwemmen maar https://t.co/KgeOw9oXQ7,2019-06-18,tourist,4.88583333,52.35833333,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
704,126.0,Wat is #amsterdam toch #mooi s'morgens vroeg. #museumplein #rijksmuseum #zuiderbad #lichten aan #zwemmen maar https://t.co/KgeOw9oXQ7,2019-06-18,tourist,4.88583333,52.35833333,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
705,155.0,A beautiful day in Amsterdam with a visit to the #rijksmuseum and a walk around the down celebrating my hubby on th https://t.co/2Plt2msvVZ,2019-06-16,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
706,156.0,A beautiful day in Amsterdam with a visit to the #rijksmuseum and a walk around the down celebrating my hubby on th https://t.co/2Plt2msvVZ,2019-06-16,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
707,157.0,"Impressions from the Rijksmuseum in Amsterdam. 




#rijksmuseum #amsterdam #art #history @ Rijksmuseum https://t.co/ghPZRpudeA",2019-06-18,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
708,158.0,"Impressions from the Rijksmuseum in Amsterdam. 




#rijksmuseum #amsterdam #art #history @ Rijksmuseum https://t.co/ghPZRpudeA",2019-06-18,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
709,159.0,"Spindly legged spider statues by Louise Bourgeois outside the Rijksmuseum. Something cool, and not too cringy, abou https://t.co/z7tb5IvDjR",2019-06-19,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
710,160.0,"Spindly legged spider statues by Louise Bourgeois outside the Rijksmuseum. Something cool, and not too cringy, abou https://t.co/z7tb5IvDjR",2019-06-19,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
711,161.0,In <U+0001F49B> with the gardens at Rijksmuseum especially with this weather. It also houses an outdoor collection/exhibition! https://t.co/xkU3vfPO0e,2019-06-20,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
712,162.0,In <U+0001F49B> with the gardens at Rijksmuseum especially with this weather. It also houses an outdoor collection/exhibition! https://t.co/xkU3vfPO0e,2019-06-20,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
713,163.0,#amsterdam #rijksmuseum #bartholomeusvanderhelst #peace #munster #netherlands #loveholland #photooftheday #details https://t.co/g4Gw64WmFI,2019-06-20,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
714,164.0,#amsterdam #rijksmuseum #bartholomeusvanderhelst #peace #munster #netherlands #loveholland #photooftheday #details https://t.co/g4Gw64WmFI,2019-06-20,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
715,165.0,Frans and Willem - best since 1642: #DeNachtwacht by #Rembrandt at the #Rijksmuseum in #Amsterdam. You think you kn https://t.co/PeoZuAXCP9,2019-06-22,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
716,166.0,Frans and Willem - best since 1642: #DeNachtwacht by #Rembrandt at the #Rijksmuseum in #Amsterdam. You think you kn https://t.co/PeoZuAXCP9,2019-06-22,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
717,167.0,"The famous Rijksmuseum. Didnt have enough time to go inside (or visit any other museums), but that just gives me a https://t.co/bPG07VcYXZ",2019-06-24,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
718,168.0,"The famous Rijksmuseum. Didnt have enough time to go inside (or visit any other museums), but that just gives me a https://t.co/bPG07VcYXZ",2019-06-24,tourist,4.8853800000000005,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
719,661.0,"Sic Transit Gloria Mundi, en la tapa d'un clavicèmbal del segle XVII.

#Rijksmuseum #Amsterdam #segleXVII #XVII https://t.co/R8kJ1u4fmA",2019-06-17,tourist,4.9001,52.3777,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
720,662.0,"Sic Transit Gloria Mundi, en la tapa d'un clavicèmbal del segle XVII.

#Rijksmuseum #Amsterdam #segleXVII #XVII https://t.co/R8kJ1u4fmA",2019-06-17,tourist,4.9001,52.3777,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
721,187.0,@wilco in Amsterdam. #rock #summer @ Paradiso Amsterdam https://t.co/LeMmf5DMyR,2019-06-15,tourist,4.88382151,52.36223099,summer,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
722,250.0,You know it's #summer when the people of #amsterdam take to the water  in their #boats. <U+2600><U+FE0F> #amstel #nofilter @ A'dam https://t.co/7OfcFDS09t,2019-06-23,tourist,4.9,52.36666667,summer,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
723,274.0,Bring it on sunshine<U+2600><U+FE0F> Cut and color for cutie @Jacquelineros always by our team in Amsterdam! #robpeetoom https://t.co/Bl8P9oWoVi,2019-06-21,tourist,4.8808484000000005,52.3699265,summer,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
724,275.0,Bring on the sunshine <U+2600><U+FE0F> Always keeping beauty claartjerose 's summer blonde hair healthy where ever she goes! https://t.co/atWQU5lStJ,2019-06-22,tourist,4.8808484000000005,52.3699265,summer,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
725,663.0,"#Summer time in #Amsterdam where I'm going to the #Sun always with me <U+0001F601><U+0001F60E><U+0001F37B><U+0001F60D><U+0001F495><U+0001F44C> @ Amsterdam, Netherlands https://t.co/inJGgeG9M8",2019-06-15,tourist,4.9001,52.3777,summer,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
726,664.0," amsterdam 
29 / 7 / 2018
.
#Netherlands #Amsterdam #sun #River #Clouds #Instatravel #Summer #A7rii @ Amsterdam, https://t.co/paGPF5rbLq",2019-06-15,tourist,4.9001,52.3777,summer,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
