,OBJECTID_1,text,created,Description,longitude,latitude,hashtag,statusSour
204,265.0,#thunderdomewizardtattoo #thunderdomewizard #thunderdome #hollywoodmarkdidit #hollywoodmarktattooamsterdam https://t.co/ooFzhkbLGE,2019-06-15,non-tourist,4.8801746,52.3692036,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
205,266.0,#fullsleevetattoo #drawnontattoo #japanesestyletattoo #hollywoodmarkdidit #hollywoodmarktattooamsterdam #amsterdam https://t.co/71p7ZbiXpf,2019-06-16,non-tourist,4.8801746,52.3692036,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
206,267.0,#mothtattoo #hollywoodmarkdidit #hollywoodmarktattooamsterdam #amsterdam #amsterdamlife #amsterdamcity #hmta @ Holl https://t.co/TUKIWOzDc2,2019-06-24,non-tourist,4.8801746,52.3692036,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
207,268.0,#pocketwatchtattoo #hollywoodmarkdidit #hollywoodmarktattooamsterdam #amsterdam #amsterdamlife #amsterdamcity #hmta https://t.co/RPSkJTWJV1,2019-06-24,non-tourist,4.8801746,52.3692036,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
208,269.0,The dylan #mercedes #benz #e220 #thebestornothing #holland #uk #london #<U+0001F1EC><U+0001F1E7> #amsterdam #rotterdam #<U+0001F1F3><U+0001F1F1><U+2764><U+FE0F>  #transfer https://t.co/1GWJC6HHXk,2019-06-17,non-tourist,4.88398,52.369279999999996,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
209,271.0,"For rent office building appr. 350 sq.mtrs. Rokin 117, Amsterdam. Comtact me for details. #Amsterdam https://t.co/rTqi3wfCtd",2019-06-22,non-tourist,4.892333,52.369333000000005,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
210,272.0,Bring it on sunshine<U+2600><U+FE0F> Cut and color for cutie @Jacquelineros always by our team in Amsterdam! #robpeetoom https://t.co/Bl8P9oWoVi,2019-06-21,non-tourist,4.8808484000000005,52.3699265,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
211,273.0,Bring on the sunshine <U+2600><U+FE0F> Always keeping beauty claartjerose 's summer blonde hair healthy where ever she goes! https://t.co/atWQU5lStJ,2019-06-22,non-tourist,4.8808484000000005,52.3699265,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
212,276.0,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F691> A1 (GRIP: 1) Amsterdam Elandsgracht 1016TT Meldkamer Ambulancedienst
 https://t.co/hxrTSfnJlo",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
213,277.0,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Ass. Politie (Grip: 1) GMK Amsterdam , Elandsgracht Amsterdam 13OVDN 13TCB 13V https://t.co/bkT9OP9Hai",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
214,278.0,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Ass. Politie (Grip: 1) GMK Amsterdam , Elandsgracht Amsterdam 13OVDN 13TCB 13V https://t.co/CdNrgFz6jS",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
215,279.0,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F691> B2 (GRIP: 2) Amsterdam Elandsgracht 1016TT GMK Amsterdam
 https://t.co/7T1BxLq2Qk",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
216,280.0,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Ass. Politie (Grip: 2) GMK Amsterdam , Elandsgracht Amsterdam 13ACB
 https://t.co/YW8W3UMIvS",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
217,281.0,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Ass. Politie (Grip: 2) GMK Amsterdam , Elandsgracht Amsterdam 13ACB
 https://t.co/TjB5V5S5yN",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
218,282.0,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F691> A2 (GRIP: 2) 13812 Rit 74114 Amsterdam Elandsgracht 1016TT GMK Amsterdam
 https://t.co/yqOe6g20VA",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
219,283.0,<U+0001F534> #AMSTERDAM Opschaling <U+0001F691> A1 (Ops GHOR: piket ghor) (GRIP: 2) 13341 Rit 74118 Amsterdam Elandsgracht 1016TT Meldkam https://t.co/WCMFyOHrXy,2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
220,284.0,Uitleg over de nieuwe spelregels #waterpolo #waterpololife #waterpoloclub #sport #amsterdam #waterpoloplayer https://t.co/ow98g7EhS9,2019-06-17,non-tourist,4.81712,52.370020000000004,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
221,285.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Bedrijf/Instelling Mercatorplein Amsterdam
 https://t.co/2nrPPBWUxO",2019-06-19,non-tourist,4.850707,52.370203000000004,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
222,286.0,"Click the link in our bio to see currently open #BusinessMgmt jobs like ""Associate Managing Consultant"" at Mastercard in #Amsterdam.",2019-06-16,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
223,287.0,Can you recommend anyone for this job? Digital Marketing Specialist - https://t.co/JkuobcJ2y8 #Marketing #Amsterdam,2019-06-16,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
224,288.0,Levi Strauss &amp; Co. is hiring in #Amsterdam! Click the link in our bio to apply: Store Manager #Retail,2019-06-17,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
225,289.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Bedrijf/Instelling Bottelarijstraat Amsterdam
 https://t.co/rfSLtKPblr",2019-06-18,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
226,290.0,"Click the link in our bio to see currently open #ProjectMgmt jobs like ""Project Manager"" at IQVIA in #Amsterdam.",2019-06-18,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
227,291.0,"TJX Companies, Inc. is looking for teammates like you. See our latest #Retail job openings, including ""Floor Manage https://t.co/Niclwb3QtP",2019-06-19,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
228,292.0,"See our latest #Amsterdam, NH #Clerical job opportunity and click the link in our bio to apply: Clinical Project Administrator at Covance",2019-06-19,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
229,293.0,Want to work at AtriCure? We're hiring in #Amsterdam! Click the link in our bio for details on this job and more: Senior Quality Manager,2019-06-19,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
230,294.0,Want to work at Levi Strauss &amp; Co.? We're hiring in #Amsterdam! Click the link in our bio for details on this job a https://t.co/pPdDuGHSK4,2019-06-19,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
231,295.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 5 Demonstratie Station Asd Sloterdijk Amsterdam
 https://t.co/o5zv46lrsN",2019-06-19,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
232,296.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Spoor Letsel Eerste Constantijn Huygensstra Amsterdam
 https://t.co/stH03um8xi",2019-06-20,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
233,297.0,"<U+0001F534> #AMSTERDAM #TIS <U+0001F693> P 1 Ongeval Spoor Letsel Eerste Constantijn Huygensstra Amsterdam
 https://t.co/tijpTXqKyv",2019-06-20,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm TIS</a>"
234,298.0,"Iprospect is hiring in #Amsterdam, NH! Read about our latest #Marketing job opening via the link in our bio: Programmatic Consultant",2019-06-20,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
235,299.0,Can you recommend anyone for this job? Data Analyst - https://t.co/7XF4Q6mRFp #GeneralScience #Amsterdam,2019-06-21,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
236,300.0,Can you recommend anyone for this #Retail job in #Amsterdam? Click the link in our bio to see it and more. Assisten https://t.co/57FJt98tDd,2019-06-21,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
237,301.0,"Want to land a job like ""Director, Epidemiology"" at IQVIA? Applicant tracking systems look for specific keywords. U https://t.co/0YAiMW0aYe",2019-06-21,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
238,302.0,Want to work at Mastercard? We're hiring in #Amsterdam! Click the link in our bio for details on this job and more: https://t.co/v1EuYUvEfn,2019-06-23,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
239,303.0,Levi Strauss &amp; Co. is hiring in #Amsterdam! Click the link in our bio to apply: Sales Stylist/Verkooper #Retail,2019-06-23,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
240,304.0,"If jobs with titles like ""Sales Operations Analyst"" sound appealing to you, follow us to hear about these types of https://t.co/61BdaLeKsD",2019-06-23,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
241,305.0,This #Marketing job might be a great fit for you. Click the link in our bio to see it and more. Senior SEA Consulta https://t.co/6WEM4ipKs3,2019-06-23,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
242,306.0,This #IT job might be a great fit for you. Click the link in our bio to see it and more. Site Sppt Associate 2 at IQVIA #Amsterdam,2019-06-23,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
243,307.0,"Don't submit then quit. Apply for jobs like ""Senior Paid Media Consultant"" at Iprospect, then look for people you m https://t.co/HvoagyIejO",2019-06-23,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
244,308.0,This job is now open at Levi Strauss &amp; Co. in #Amsterdam. Follow us and turn on mobile alerts to hear about jobs li https://t.co/YZGOXsRcRz,2019-06-23,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
245,309.0,"Nervous to apply for a job like ""Senior Social Advertising Consultant"" at Dentsu Aegis Network? Apply even if you'r https://t.co/nqIacCyWJs",2019-06-24,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
246,310.0,"Want to work at Covance? We're hiring in #Amsterdam, NH! Click for details: https://t.co/iYGXwTT7LM #Healthcare",2019-06-24,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
247,311.0,This job is now open at BMC Software in #Amsterdam. Follow us and turn on mobile alerts to hear about jobs like the https://t.co/ZKL51PxIYS,2019-06-24,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
248,312.0,"Join the Iprospect team! See our latest #IT job openings, including ""Front-end Developer"", via the link in our bio. #Amsterdam, NH",2019-06-24,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
249,313.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 3 Verkeersstremming Torontobrug Amsterdam
 https://t.co/wHj2GB5wAD",2019-06-24,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
250,314.0,"Don't submit then quit. Apply for jobs like ""Senior SEO Consultant"" at Iprospect, then look for people you might kn https://t.co/gydzjUrgZI",2019-06-24,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
251,315.0,"TJX Companies, Inc. is hiring in #Amsterdam, NH! Click the link in our bio to apply: Waarnemend filiaalmanager / As https://t.co/9Lzm4j3dgl",2019-06-24,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
252,316.0,"Don't be shy. Score a job like ""Sales Stylist M/V Bijenkorf Amsterdam"" at Levi Strauss &amp; Co. by asking for referral https://t.co/OQK0V2jaPG",2019-06-24,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
253,317.0,"American Airlines is hiring in #Amsterdam, NH! Read about our latest #Accounting job opening via the link in our bi https://t.co/KDaApHxHqk",2019-06-24,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
254,318.0,This #BusinessMgmt job might be a great fit for you. Click the link in our bio to see it and more. EMEA Product Mar https://t.co/PM0j5vqp8T,2019-06-24,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
255,319.0,Iprospect offers incredible opportunities for motivated people looking to launch or grow their careers and produce https://t.co/wCdoJJEmG2,2019-06-24,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
256,320.0,Interested in a job in #Amsterdam? This could be a great fit. Click the link in our bio to apply: Sales Stylist/Tai https://t.co/HmHvwtl4pg,2019-06-25,non-tourist,4.895167900000001,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
257,321.0,Early morning walk from hotel to event at google in #amsterdam  #morningwalk @ The Conscious Club https://t.co/8NO3m9EDVs,2019-06-18,tourist,4.87815,52.3709387,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
258,322.0,"If jobs with titles like ""Quality Assurance Supervisor (Part-time 80%)"" sound appealing to you, follow us to hear a https://t.co/pF43OnHKsU",2019-06-23,non-tourist,4.909942,52.37129,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
259,323.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Prins Hendrikkade Amsterdam
 https://t.co/w5z3n8G7Ci",2019-06-19,non-tourist,4.91213,52.371345,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
260,324.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Prins Hendrikkade Amsterdam
 https://t.co/oF26AoVdEX",2019-06-19,non-tourist,4.91213,52.371345,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
261,325.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Prins Hendrikkade Amsterdam
 https://t.co/3grbl34ki6",2019-06-24,non-tourist,4.91213,52.371345,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
262,326.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Czaar Peterstraat Amsterdam
 https://t.co/XowMAxlWo0",2019-06-24,non-tourist,4.931735,52.37146,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
263,330.0,And relax #amsterdam #beer #heineken @ Rick's Café Amsterdam https://t.co/Rq1sZnKje3,2019-06-23,tourist,4.89554491,52.37165174,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
264,331.0,Let the party commence!! #amsterdam #lego #supperclubamsterdam #boysontour #weekendvibes @ Supperclub Amsterdam https://t.co/ZKQuSsGyqg,2019-06-21,tourist,4.89121027,52.37196458,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
265,332.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Nieuwmarkt Amsterdam
 https://t.co/t2ex3u4PNY",2019-06-21,non-tourist,4.900215,52.372095,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
266,333.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Nieuwmarkt Amsterdam
 https://t.co/7QvRVVS3dP",2019-06-23,non-tourist,4.900215,52.372095,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
267,334.0,C U there for some DEEP sounds <U+0001F60E> #savethedate #music #party #partylife #amsterdam #clublife #deephouse #techhouse https://t.co/dQFBwsuJe5,2019-06-16,non-tourist,4.8909502,52.3721183,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
268,335.0,#Lifeliner1 A1 13991 13124 Rit 72695 72696 #AMSTERDAM Laurierstraat 1016PL,2019-06-21,non-tourist,4.8818150000000005,52.37242,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
269,336.0,Finishing touch installation for Buiksloterham 2040 model. Thanks to hard working team. See you https://t.co/xo0yhU2n41,2019-06-17,non-tourist,4.91654258,52.37253249,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
270,337.0,We leave no marks. Buiksloterham 2040 model will be relocated to the new destination somewhere in Buiksloterham. https://t.co/AXAXKRmgOh,2019-06-24,non-tourist,4.91654258,52.37253249,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
271,338.0,#Holland #<U+0001F1F3><U+0001F1F1> #amsterdam #thebulldog #coffeeshop #ilovecoffee #<U+2615><U+FE0F> #girlfriendtime #<U+0001F46B> #picoftheday #instapic https://t.co/Kv0FzLAlrj,2019-06-19,tourist,4.896158,52.37255899,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
272,340.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Hugo de Grootkade Amsterdam
 https://t.co/EdLNyK9FhO",2019-06-19,non-tourist,4.870932,52.372703,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
273,341.0,#amsterdam #music @ Pulitzer Amsterdam https://t.co/zLX9e4mFuZ,2019-06-15,tourist,4.883430000000001,52.37281,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
274,342.0,A room with a perfect view. Good morning from Amsterdam... #amsterdam #morningwalk @ Pulitzer Amsterdam https://t.co/qaMe3AeQLP,2019-06-17,tourist,4.883430000000001,52.37281,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
275,343.0,Excellent day speaking at a google event in #amsterdam for Central and Eastern European business leaders. Loved the https://t.co/TjVmf4SLxY,2019-06-18,tourist,4.883430000000001,52.37281,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
276,345.0,Big foot!! Que tiene alquien que tiene el pie grande??  pues el zapato Grande!!! #startoflow #manustartoflow https://t.co/hhQvNWdxwe,2019-06-19,tourist,4.892778,52.373056,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
277,346.0,No fakers creators only #Amsterdam #solotravel #LiveLoveExplore @ Dam Square https://t.co/sWbj2nIMlm,2019-06-19,tourist,4.892778,52.373056,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
278,347.0,Another view of the Dam Square from the other side. I like this one cos I managed to capture the colored lights in https://t.co/BOKjBMMW7A,2019-06-20,tourist,4.892778,52.373056,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
279,348.0,Ore 22.00 in #Amsterdam @ Dam Square https://t.co/8G35xobuLa,2019-06-20,tourist,4.892778,52.373056,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
280,349.0,Kicks still fresh! #DamSquare #amsterdam #netherlands #converse #vacation #friday @ Dam Square https://t.co/8nqd11maYU,2019-06-21,tourist,4.892778,52.373056,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
281,356.0,"Por ahí bajando el stress <U+0001F611><U+0001F341>
#elinvaider #sambalaka #music #musica #latino  #reggaeton #trap #traplatino #otow https://t.co/Y7dHTSz1ER",2019-06-17,tourist,4.893330000000001,52.37314,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
282,357.0,"Street lights X Amsterdam

#amsterdam #Thursday #paisley #vacation @ Amsterdam Red Light District https://t.co/II8LY5HpcA",2019-06-21,tourist,4.893330000000001,52.37314,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
283,358.0,<U+0001F4CD>Once again <U+0001F6B6><U+0001F3FE><U+200D><U+2642><U+FE0F> #redlightdistrict <U+0001F6A8> #amsterdam<U+0001F1F3><U+0001F1F1> #holland #neatherlands #tnspr #teamnosleep<U+0001F6AB>pr #traveler https://t.co/NBnnQ4PUld,2019-06-20,tourist,4.89352934,52.37314962,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
284,361.0,"#fbf 
Sexta feira é dia de maldade!
#flashblackfriday de Amsterdam. O que posso dizer? #infelizmentenãoétãobom https://t.co/J0WtLWZkvV",2019-06-21,tourist,4.8968319000000005,52.37323987,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
285,362.0,"BREAKING NEWS! <U+0001F5DE> We're opening a  flagship store on Dam Square! <U+274C><U+274C><U+274C>




<U+0001F4CD> Dam 8, first floor <U+2B06><U+FE0F> naked.espresso https://t.co/jKXtkBOaIU",2019-06-16,non-tourist,4.8923,52.3736,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
286,365.0,"<U+0001F1F3><U+0001F1F1> Detail van de Fo Guang Shan He Hua Tempel / <U+0001F1EC><U+0001F1E7> Detail of the Fo Guang Shan He Hua Temple

Tags:
<U+0001F1F3><U+0001F1F1>: #Amsterdam https://t.co/IEFsnEbmMa",2019-06-21,tourist,4.90013227,52.37369738,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
287,366.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Noordzijde Amsterdam
 https://t.co/K8Na0nMukd",2019-06-23,non-tourist,4.820572,52.373733,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
288,367.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Burgemeester Van de Pollstraat Amsterdam
 https://t.co/8wlJHBh1fK",2019-06-24,non-tourist,4.8323443,52.37386729999999,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
289,368.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Persoon te water Oudezijds Achterburgwal Amsterdam
 https://t.co/V8Sycqkz4p",2019-06-18,non-tourist,4.899673,52.373946999999994,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
290,369.0,I'm a day dreamer and a night thinker<U+0001F4AD>. | Happy 25th <U+0001F382><U+0001F970> #travelwithdreamiz #amsterdam @ Damrak https://t.co/gQvb82uqzJ,2019-06-23,tourist,4.894162799999999,52.3740178,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
291,370.0,"#amsterdam #vibes .... <U+2764><U+FE0F><U+0001F1F3><U+0001F1F1><U+2615><U+FE0F><U+0001F30D><U+270C><U+0001F3FC>

#holiday #netherlands #design #redlightdistrict #europeanstyle #coffee #igers https://t.co/oJpqgpHSmB",2019-06-24,tourist,4.89616871,52.37402065,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
292,374.0,Of course an obligatory one for the album near the canals. <U+0001F605> Thanks orang2 lalu lalang tolong tangkapkan gamba I ha https://t.co/zfxob71jLI,2019-06-19,tourist,4.88016421,52.37402324,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
293,375.0,"A few tidbits from #Amsterdam day #1 ... riverboat cruise,downtown stroll &amp; lots of <U+0001F6B2> <U+0001F6B2> <U+0001F3CD> #liveaboard #bikeable @ J https://t.co/tzGQGW3bwY",2019-06-24,tourist,4.88016421,52.37402324,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
294,378.0,"#Amsterdam @ Oude Kerk, Amsterdam https://t.co/WUob5M7gZz",2019-06-24,tourist,4.8980559999999995,52.374167,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
295,379.0,Having a break before we come back. #amsterdam https://t.co/5slkE4hGZ5,2019-06-23,tourist,4.8892617,52.3746971,amsterdam,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
296,380.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Damrak Amsterdam
 https://t.co/nABFKmfV4C",2019-06-21,non-tourist,4.89581,52.375135,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
297,381.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Jan van Galenstraat Amsterdam
 https://t.co/utYkBlKWu3",2019-06-21,non-tourist,4.865558,52.375522,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
